name,category,city,district,parcelAddress,roadAddress,roadPostal,districtPostal,latitude,longitude,xCoordinate,yCoordinate
경파흑염소.삼계탕 전문식당,한식,서울특별시,양천구,서울특별시 양천구 신월동 66-3 1층,"서울특별시 양천구 화곡로14길 10, 1층 (신월동)",7907,158-824,37.5392034835978,126.83417878796500,185275.909212485,448540.787327312
고씨네 광운대점,"외국음식전문점(인도,태국등)",서울특별시,노원구,서울특별시 노원구 월계동 402-53 태경빌딩,"서울특별시 노원구 광운로 37-1, 태경빌딩 1층 우측호 (월계동)",1891,139-845,37.621103737414200,127.05878919087000,205118.814376429,457618.340816931
여우곱창,한식,서울특별시,노원구,서울특별시 노원구 월계동 379-43,"서울특별시 노원구 광운로 68, 1층 (월계동)",1886,139-845,37.623543094516700,127.06029797889200,205251.826320173,457889.13786128
오아시스,기타,서울특별시,은평구,서울특별시 은평구 갈현동 453-12 지하1층,"서울특별시 은평구 연서로27길 20, 지하1층 (갈현동)",3331,122-959,37.61857366344180,126.91755923627300,192651.932693059,457339.236651911
옛날순대국,한식,서울특별시,중랑구,서울특별시 중랑구 면목동 461-30,"서울특별시 중랑구 사가정로53길 14, 좌측두번째,1층우측첫번째 1층 (면목동)",2213,131-813,37.581573972535700,127.0892817580160,207814.584452182,453233.542386823
갯벌의조개봉천역점,한식,서울특별시,관악구,서울특별시 관악구 봉천동 926-26 1층,"서울특별시 관악구 남부순환로 1739-7, 1층 (봉천동)",8757,151-843,37.482917612138,126.94341524328700,194925.179027776,442282.943583213
진곱도리탕 전문점 신림점,한식,서울특별시,관악구,서울특별시 관악구 봉천동 950-21 1층 101호,"서울특별시 관악구 봉천로 341, 1층 101호 (봉천동)",8749,151-843,37.485294019367900,126.93836999110600,194479.17697215,442546.948974488
느티나무와 곰이복이,한식,서울특별시,중구,"서울특별시 중구 신당동 251-131 ,251-10 (1층)","서울특별시 중구 퇴계로71길 38 (신당동,,251-10 (1층))",4566,100-450,37.56667540492550,127.01290163914300,201069.012593931,451576.539446537
곱도리탕 전문점 신림점,한식,서울특별시,관악구,서울특별시 관악구 봉천동 950-21 1층 102호,"서울특별시 관악구 봉천로 341, 1층 102호 (봉천동)",8749,151-843,37.485294019367900,126.93836999110600,194479.17697215,442546.948974488
닭플릭스 신림점,한식,서울특별시,관악구,서울특별시 관악구 봉천동 950-21 1층 103호,"서울특별시 관악구 봉천로 341, 1층 103호 (봉천동)",8749,151-843,37.485294019367900,126.93836999110600,194479.17697215,442546.948974488
피지컬 찜닭 신림점,한식,서울특별시,관악구,서울특별시 관악구 봉천동 950-21 1층 104호,"서울특별시 관악구 봉천로 341, 1층 104호 (봉천동)",8749,151-843,37.485294019367900,126.93836999110600,194479.17697215,442546.948974488
히마와리,기타,서울특별시,마포구,서울특별시 마포구 서교동 480-1,"서울특별시 마포구 동교로 92, 1층 우측(101)호 (서교동)",4029,121-839,37.55442177299630,126.912392791722,192189.1648974,450220.280876222
일월육일(강남신논현점),기타,서울특별시,강남구,서울특별시 강남구 논현동 182-27,"서울특별시 강남구 강남대로118길 15, 지상1층 (논현동)",6119,135-827,37.50699401839710,127.02472024640000,202114.707938226,444953.546646771
아웅,일식,서울특별시,마포구,서울특별시 마포구 상수동 93-112,"서울특별시 마포구 와우산로11길 9-3, 1층 102호 (상수동)",4049,121-828,37.5489227957038,126.92243634834000,193076.011195982,449609.238368003
육연타,한식,서울특별시,강남구,서울특별시 강남구 역삼동 836-68,"서울특별시 강남구 도곡로7길 7, 지하1층 B01호 (역삼동)",6254,135-937,37.49136908369940,127.03457363128200,202986.434544916,443219.834203603
파네트 에그타르트,경양식,서울특별시,마포구,서울특별시 마포구 연남동 255-19,"서울특별시 마포구 동교로41길 3, 1층 (연남동)",3984,121-865,37.56270663754730,126.92409932806900,193224.195539468,451138.796058665
연화식당,한식,서울특별시,광진구,서울특별시 광진구 구의동 243-6,서울특별시 광진구 자양로18길 56 (구의동),5044,143-825,37.538160697931200,127.08670291775200,207591.228141729,448415.485656199
아우리 카페(Auri Cafe),기타,서울특별시,마포구,서울특별시 마포구 성산동 108-4 신성빌딩,"서울특별시 마포구 월드컵북로 110, 신성빌딩 1층 좌측호 (성산동)",3973,121-844,37.563445828378600,126.91402469284900,192334.269024897,451221.60281139
일품 국밥집,한식,서울특별시,종로구,서울특별시 종로구 종로2가 84-3,"서울특별시 종로구 종로 72-1, 지하 1층 (종로2가)",3189,110-122,37.570155619211700,126.98547757553600,198646.538501531,451962.802774573
피크포케&샐러드,기타,서울특별시,강남구,서울특별시 강남구 역삼동 708-33 역삼동 벤처빌딩,"서울특별시 강남구 테헤란로52길 21, 역삼동 벤처빌딩 지하1층 5호 (역삼동)",6212,135-919,37.50312354495330,127.04856424249500,204222.892946797,444524.822711989
남산부대찌개,한식,서울특별시,용산구,서울특별시 용산구 동자동 12 게이트웨이타워,"서울특별시 용산구 후암로 107, 게이트웨이타워 1층 (동자동)",4323,140-818,37.55361074364940,126.97356002132000,197593.304078325,450126.951675139
구렌 몽골(GUREN MONGOL),"외국음식전문점(인도,태국등)",서울특별시,중구,서울특별시 중구 광희동1가 145-2,"서울특별시 중구 을지로44길 18-4, 1층 101호,102호 (광희동1가)",4561,100-411,37.56564217074680,127.00633100000400,200488.594169015,451461.820381322
구름산추어탕 광화문점,한식,서울특별시,종로구,서울특별시 종로구 수송동 80-6 석탄회관빌딩,"서울특별시 종로구 종로5길 58, 석탄회관빌딩 지하1층 (수송동)",3151,110-727,37.57313414116390,126.98047630409700,198204.837322667,452293.432531176
감초통닭,호프/통닭,서울특별시,마포구,서울특별시 마포구 서교동 325-2,"서울특별시 마포구 와우산로 162-4, 지층 102호 (서교동)",4061,121-836,37.55538460191930,126.93073860623200,193810.109573287,450325.76576006
파스타흔 관악점,경양식,서울특별시,관악구,서울특별시 관악구 봉천동 1528-4,"서울특별시 관악구 쑥고개로 45, 1층 (봉천동)",8784,151-844,37.479728836042000,126.94161130015200,194765.424854219,441929.168470765
봉천동매운떡볶이 봉천본점,분식,서울특별시,관악구,서울특별시 관악구 봉천동 856-5 대우디오슈페리움1단지,"서울특별시 관악구 관악로 164, 제1층 제108호 (봉천동, 대우디오슈페리움1단지)",8788,151-848,37.47984068737310,126.95285570866700,195759.872774126,441941.015435004
갱상도 파절이 대패삼겹,한식,서울특별시,관악구,서울특별시 관악구 봉천동 953-10 이재빌딩,"서울특별시 관악구 봉천로23나길 59, 이재빌딩 101호 (봉천동)",8717,151-913,37.487115114596300,126.93872987860900,194511.135857151,442749.023826752
신촌식껍,한식,서울특별시,서대문구,서울특별시 서대문구 창천동 70-39,"서울특별시 서대문구 성산로22길 36, 지층 (창천동)",3782,120-834,37.55949244505070,126.93427255343500,194122.654799046,450781.411981842
BBCZ(비비씨지),기타,서울특별시,성동구,서울특별시 성동구 응봉동 98 현대종합상가,"서울특별시 성동구 독서당로 381, 현대종합상가 지1층 13호 (응봉동)",4720,133-852,37.55124850437620,127.03096988870700,202665.642323691,449864.878502796
개기일식,일식,서울특별시,노원구,서울특별시 노원구 공릉동 338-21,"서울특별시 노원구 공릉로35길 10, 2층 (공릉동)",1837,139-802,37.62311457304360,127.07876393484300,206881.837276534,457842.775261622
피츠커피,기타,서울특별시,관악구,서울특별시 관악구 신림동 1658-18,"서울특별시 관악구 조원중앙로 29, 101호 (신림동)",8769,151-904,37.48237776184860,126.9058793886740,191605.634682021,442225.718563921
철길 분식,분식,서울특별시,노원구,서울특별시 노원구 공릉동 559-16,"서울특별시 노원구 동일로182길 63-1, 101호 (공릉동)",1846,139-240,37.623805120483500,127.07756774061900,206776.187115449,457919.323457903
화락바베큐치킨 동작이수점,기타,서울특별시,동작구,서울특별시 동작구 사당동 1017-1 진흥빌딩,"서울특별시 동작구 동작대로13길 31, 진흥빌딩 1층 1호 (사당동)",7014,156-825,37.48194967084590,126.97830052764200,198010.23356273,442174.217720226
피씨에스에스(PCSS),기타,서울특별시,중구,서울특별시 중구 신당동 122-6,"서울특별시 중구 다산로40길 37, 1층 (신당동)",4585,100-819,37.563862390258300,127.018155469523,201533.173563144,451264.433977235
고기싸롱 신월점,식육(숯불구이),서울특별시,양천구,서울특별시 양천구 신월동 602-8 1층,"서울특별시 양천구 신월로 200, 1층 (신월동)",8063,158-843,37.52028224554450,126.8449015949480,186219.989291199,446439.362331725
인심숯불돼지집,식육(숯불구이),서울특별시,강동구,서울특별시 강동구 길동 415-16 청광플러스원큐브3차,"서울특별시 강동구 진황도로 87, 1층 105호 (길동, 청광플러스원큐브3차)",5354,134-814,37.53657382463710,127.13648081546600,211990.349438187,448244.56352914
밥풀릭스(BAPULIX) 상계점,한식,서울특별시,노원구,서울특별시 노원구 상계동 389-284,"서울특별시 노원구 상계로17길 11, 1층 (상계동)",1684,139-818,37.65865921943040,127.06800031014700,205928.911927497,461786.708146052
"오늘은 토종닭, 오골계 먹는날",한식,서울특별시,종로구,서울특별시 종로구 종로5가 246-2,"서울특별시 종로구 종로38길 5, 지상 1층 (종로5가)",3197,110-836,37.57078763430490,127.00511811873000,200381.425149709,452032.840004616
르뱅,경양식,서울특별시,강동구,서울특별시 강동구 천호동 447-17 강동 헤르셔,"서울특별시 강동구 천호대로 1089, 복합시설동 지1층 제비46호 (천호동, 강동 헤르셔)",5339,134-864,37.5368152325659,127.13333634584200,211712.429305334,448270.957716209
포몬스 잠실점 (Phomons),"외국음식전문점(인도,태국등)",서울특별시,송파구,서울특별시 송파구 잠실동 195-3 금석빌딩,"서울특별시 송파구 백제고분로7길 6-15, 금석빌딩 1층 (잠실동)",5561,138-862,37.51005893650750,127.0795705548710,206963.553667774,445296.322813828
승도리네 곱도리탕 영등포점,한식,서울특별시,영등포구,서울특별시 영등포구 영등포동6가 68-4 재훈빌딩,"서울특별시 영등포구 영신로38길 17, 재훈빌딩 1층 (영등포동6가)",7251,150-036,37.52109816749130,126.90317567953800,191370.987606321,446522.96916954
툭툭(TUKTUK),라이브카페,서울특별시,영등포구,서울특별시 영등포구 여의도동 25-3 동화빌딩,"서울특별시 영등포구 여의나루로 71, 동화빌딩 제지하층 제11호 (여의도동)",7327,150-708,37.524137262399700,126.9267249394910,193452.772310211,446858.335022341
왕푸징마라탕 현대백화점 천호점,중국식,서울특별시,강동구,서울특별시 강동구 천호동 572 현대백화점,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",5328,134-779,37.53922579603000,127.1244855528510,210929.919693661,448537.406728283
울엄마김밥,분식,서울특별시,동작구,서울특별시 동작구 본동 221-1,"서울특별시 동작구 노량진로 233, 1층 (본동)",6902,156-060,37.513116953948100,126.95179230907800,195667.749882078,445633.90103038
노모어피자 보라매점,기타,서울특별시,동작구,서울특별시 동작구 대방동 389-22 대원빌딩,"서울특별시 동작구 여의대방로 184, 대원빌딩 1층 102호 (대방동)",6945,156-810,37.50347442061660,126.92192667530300,193026.748717501,444565.611698518
닭발집,기타,서울특별시,동작구,서울특별시 동작구 노량진동 308-5,"서울특별시 동작구 장승배기로 125, 1층 (노량진동)",6935,156-806,37.508970037021500,126.93992124794300,194618.057443486,445174.308114514
동네 식당,한식,서울특별시,강남구,서울특별시 강남구 일원동 711 수서1단지 에스에이치빌,"서울특별시 강남구 양재대로55길 10, 상가동 지하1층 B119호 (일원동, 수서1단지 에스에이치빌)",6341,135-938,37.49282877670110,127.09030660813000,207914.471699463,443385.050640776
투고그린 합정점,기타,서울특별시,마포구,서울특별시 마포구 합정동 371-1,"서울특별시 마포구 독막로2길 34, 1층 일부 101호 (합정동)",4071,121-897,37.547334113522400,126.91422303750400,192350.143978287,449433.569217561
노티드 강남 신세계,기타,서울특별시,서초구,서울특별시 서초구 반포동 19-3 신세계백화점 강남점 지하1층,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 (반포동)",6546,137-713,37.50456049295350,127.00363281614400,200250.447804795,444683.220506107
현풍할매삼대곰탕,한식,서울특별시,서초구,서울특별시 서초구 서초동 1595-2 1층,"서울특별시 서초구 반포대로18길 56, 1층 (서초동)",6651,137-876,37.48737087277460,127.01337128797500,201111.67582111,442775.671400797
컬트리,기타,서울특별시,서초구,서울특별시 서초구 방배동 876-39,"서울특별시 서초구 서초대로27길 27, 2층 (방배동)",6588,137-840,37.48941566358090,126.99421160635100,199417.405894718,443002.538108219
곤지암 할매 소머리국밥,호프/통닭,서울특별시,동작구,서울특별시 동작구 흑석동 8-37,"서울특별시 동작구 현충로 96, 1층 (흑석동)",6979,156-877,37.508133726256800,126.9642917356450,196772.477081509,445080.383390083
맷돌전,한식,서울특별시,광진구,서울특별시 광진구 광장동 378-6,"서울특별시 광진구 광장로1나길 18, 1층 (광장동)",4966,143-811,37.54893887503180,127.10170789298400,208915.932241729,449612.921971089
워커힐더뷔페,뷔페식,서울특별시,광진구,서울특별시 광진구 광장동 22-1 워커힐호텔 신관호텔 1층,"서울특별시 광진구 워커힐로 177, 워커힐호텔 신관호텔 1층 (광장동)",4963,143-708,37.555369869911700,127.11144310359300,209775.267831522,450327.57709331
뉴욕야시장S 명지대점,기타,서울특별시,서대문구,서울특별시 서대문구 남가좌동 338-6,"서울특별시 서대문구 증가로 117, 1층 우측 (남가좌동)",3692,120-806,37.57713746070320,126.92436960108700,193249.374273273,452740.258846365
SARA,기타,서울특별시,서초구,서울특별시 서초구 양재동 264-13 삼화빌딩,"서울특별시 서초구 마방로10길 18-28, 삼화빌딩 지하1층 (양재동)",6776,137-894,37.47586944546110,127.04275518248700,203710.655,441500.055
KFC서울교대S,기타,서울특별시,서초구,서울특별시 서초구 서초동 1576-6 서교빌딩 1층,"서울특별시 서초구 서초중앙로 99, 서교빌딩 1층 (서초동)",6650,137-875,37.49080295700570,127.01396310353800,201163.956667396,443156.553951424
삼형제 김밥 가산점,한식,서울특별시,금천구,서울특별시 금천구 가산동 345-2,"서울특별시 금천구 가산디지털1로 100, 1층 112호 (가산동)",8590,153-802,37.474907099100300,126.8848507317930,189744.930420882,441398.745565831
모네,"외국음식전문점(인도,태국등)",서울특별시,중랑구,서울특별시 중랑구 상봉동 85-40 1층,"서울특별시 중랑구 봉우재로43길 4, 1층 (상봉동)",2152,131-859,37.594014819626500,127.09045258716300,207916.672699175,454614.286382149
홍하곡 커피호프,호프/통닭,서울특별시,구로구,서울특별시 구로구 가리봉동 89-158,"서울특별시 구로구 디지털로27길 123, 지하1층 (가리봉동)",8385,152-800,37.48491000758000,126.88726254601500,189959.580578261,442508.556830638
든든해장 길동점,한식,서울특별시,강동구,서울특별시 강동구 길동 412-11 대진빌딩,"서울특별시 강동구 양재대로 1459, 대진빌딩 1층 101호 (길동)",5353,134-814,37.536383103444100,127.13897744426200,212211.012072968,448223.719322388
오스시,일식,서울특별시,도봉구,서울특별시 도봉구 창동 1-28 씨드큐브 창동,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 2층 201-3호 (창동)",1413,132-898,37.654714029785300,127.04969270573000,204313.906829097,461347.878668101
포케올데이 안암점,기타,서울특별시,성북구,서울특별시 성북구 안암동5가 15-12,"서울특별시 성북구 개운사길 28, 2층 (안암동5가)",2842,136-075,37.58779477887300,127.02945598376400,202530.645361636,453920.613187831
니코스하이볼,정종/대포집/소주방,서울특별시,강서구,서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 1층 113호 (마곡동)",7791,157-210,37.56849678110620,126.84035497462900,185827.239418328,451790.699502971
마곡동한우소머리국밥,한식,서울특별시,강서구,서울특별시 강서구 마곡동 799-11 파인스퀘어,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 B동 1층 109호 (마곡동)",7631,157-210,37.558476048623000,126.82925656848100,184844.841587036,450680.3656089
엄마해장국,한식,서울특별시,중랑구,서울특별시 중랑구 면목동 184-17,서울특별시 중랑구 동일로109길 30 (면목동),2124,131-823,37.59207221124320,127.07825733282300,206839.961846427,454397.743593653
바다세꼬시 회.초밥,일식,서울특별시,중랑구,서울특별시 중랑구 면목동 606-3 다솜어린이집,"서울특별시 중랑구 사가정로 363-2, 다솜어린이집 1층 (면목동)",2227,131-831,37.58140359114150,127.08516301640700,207450.839894936,453214.299382276
청춘이닭,호프/통닭,서울특별시,중랑구,서울특별시 중랑구 면목동 175-24 미니슈퍼,"서울특별시 중랑구 동일로 609, 미니슈퍼 1층 (면목동)",2231,131-822,37.58510322258150,127.07960345530800,206959.481664095,453624.446056389
마장동고기집 용마점,한식,서울특별시,중랑구,서울특별시 중랑구 면목동 367-3 청양빌딩,"서울특별시 중랑구 면목로 264, 청양빌딩 1층 (면목동)",2253,131-829,37.57647032380720,127.0860982232760,207533.933314884,452666.896359236
BHC천왕점,통닭(치킨),서울특별시,구로구,서울특별시 구로구 천왕동 277 천왕 이펜하우스 5단지 상가동 103호,"서울특별시 구로구 천왕로 10, 상가동 1층 103호 (천왕동, 천왕 이펜하우스 5단지)",8365,152-130,37.48034394862220,126.8415597162950,185917.098312915,442007.69346986
소풍가는날(중랑점),분식,서울특별시,중랑구,서울특별시 중랑구 신내동 407-21 1층,"서울특별시 중랑구 봉화산로54길 6, 1층 (신내동)",2067,131-868,37.607829834564300,127.09799886271600,208581.451426779,456148.09951864
포케올데이 삼성점,"외국음식전문점(인도,태국등)",서울특별시,강남구,서울특별시 강남구 대치동 943-24 신안메트로칸,"서울특별시 강남구 테헤란로88길 10, 신안메트로칸 지하1층 B108호 (대치동)",6179,135-845,37.50708002555360,127.0594559682850,205185.569667333,444964.438665335
라홍방마라탕 덕성여대점,중국식,서울특별시,강북구,서울특별시 강북구 수유동 279-16,"서울특별시 강북구 4.19로 2, 2층 (수유동)",1011,142-070,37.64856490593770,127.01393774917600,201159.266946116,460664.417890535
10월19일,기타,서울특별시,강남구,서울특별시 강남구 삼성동 124-22,"서울특별시 강남구 테헤란로77길 43, 지상1층 (삼성동)",6156,135-875,37.50931428556550,127.05322464385300,204634.541821497,445212.061262048
미우미가,"외국음식전문점(인도,태국등)",서울특별시,용산구,서울특별시 용산구 한강로3가 40-137 지상2층,"서울특별시 용산구 한강대로 57, 지상2층 (한강로3가)",4379,140-780,37.52633690769560,126.96463674176500,196803.753932819,447100.47859202
쿠파스테이크 DMC점,한식,서울특별시,서대문구,서울특별시 서대문구 북가좌동 382-17,"서울특별시 서대문구 수색로10길 18, 1층 (북가좌동)",3714,120-816,37.576037227582800,126.9053841775690,191572.384552653,452619.692208763
노가리까는포차,한식,서울특별시,동대문구,서울특별시 동대문구 장안동 372-5 1층105호,"서울특별시 동대문구 장한로 105, 1층 105호 (장안동)",2624,130-842,37.570292538716700,127.06996705583400,206109.658525853,451980.135831605
한끼마끼 숙대점,일식,서울특별시,용산구,서울특별시 용산구 청파동2가 60-17,"서울특별시 용산구 청파로47길 66-8, 101호 (청파동2가)",4310,140-132,37.54554861059680,126.96661772624700,196979.615819914,449232.448002409
BHC위례중앙점,호프/통닭,서울특별시,송파구,서울특별시 송파구 장지동 897 위례중앙푸르지오1단지,"서울특별시 송파구 위례광장로 120, 상가동 1층 150호,151호 (장지동, 위례중앙푸르지오1단지)",5852,138-926,37.474998699347900,127.14159540712600,212452.558599859,441411.906445707
황태자네辛마라탕,중국식,서울특별시,강서구,서울특별시 강서구 내발산동 678 대성빌딩,"서울특별시 강서구 공항대로36길 97, 대성빌딩 1층 (내발산동)",7632,157-829,37.554455496276200,126.8361780541510,185455.545472133,450233.085942316
윤서울,한식,서울특별시,강남구,서울특별시 강남구 신사동 666-8 W빌딩,"서울특별시 강남구 선릉로 805, W빌딩 지상1층 (신사동)",6019,135-897,37.524364605268500,127.03908403573100,203383.77752428,446881.675239184
오드리닭발,기타,서울특별시,중랑구,서울특별시 중랑구 상봉동 87-29,"서울특별시 중랑구 봉우재로43길 25, 가운데 1층 (상봉동)",2153,131-859,37.594836402324400,127.08973101599900,207852.868804836,454705.402560576
블루룸(Blue Room),일식,서울특별시,종로구,서울특별시 종로구 익선동 166-9,"서울특별시 종로구 돈화문로11다길 23, 1층 (익선동)",3133,110-340,37.57347854507260,126.99044996472700,199085.800561063,452331.509491438
매일스시 횟집,일식,서울특별시,마포구,서울특별시 마포구 염리동 95-1,"서울특별시 마포구 숭문길 34, 1층 (염리동)",4138,121-872,37.54823336062640,126.94556834406100,195119.843626649,449531.27537085
더 코너 샵,경양식,서울특별시,성북구,서울특별시 성북구 동선동3가 31,"서울특별시 성북구 동소문로26라길 25, 1층 (동선동3가)",2840,136-053,37.595231631287200,127.02077407635400,201763.75985713,454745.733405372
리트 커피 에스프레소(LIT COFFEE ESPRESSO),기타,서울특별시,강북구,서울특별시 강북구 미아동 61-17 지상1층,"서울특별시 강북구 도봉로13가길 9-2, 1층 (미아동)",1211,142-805,37.61483291017880,127.02890122563600,202480.756020773,456921.210903632
수곱도리탕 수유점,기타,서울특별시,강북구,서울특별시 강북구 수유동 39-1,"서울특별시 강북구 삼각산로 162, 1층 (수유동)",1077,142-872,37.642179766066,127.02183493151400,201856.268381633,459955.935446825
데이지,기타,서울특별시,도봉구,서울특별시 도봉구 도봉동 62-3 도봉투웨니퍼스트1단지,"서울특별시 도봉구 도봉로180길 20, 도봉투웨니퍼스트1단지 103동 1층 105호 (도봉동)",1320,132-801,37.682873122426600,127.04707485740000,204081.386150138,464472.810888981
신의한국수 상봉점,한식,서울특별시,중랑구,서울특별시 중랑구 상봉동 107-27 1층,"서울특별시 중랑구 면목로 478, 1층 (상봉동)",2154,131-859,37.59464796576780,127.08625024764000,207545.525745653,454684.205090564
만족커피 신촌연세대점,경양식,서울특별시,서대문구,서울특별시 서대문구 창천동 33-36,"서울특별시 서대문구 연세로 25-1, 1층 우측 (창천동)",3788,120-834,37.55818144537320,126.93668887278100,194336.024517245,450635.773759635
서대문화로,한식,서울특별시,서대문구,서울특별시 서대문구 충정로3가 463 국민연금충정로사옥,"서울특별시 서대문구 충정로 36, 국민연금충정로사옥 지하1층 (충정로3가)",3741,120-013,37.56222503936290,126.96453581954000,196796.370142665,451083.20325335
캔하이브(CANHIVE),기타,서울특별시,마포구,서울특별시 마포구 상암동 16-5,"서울특별시 마포구 월드컵북로44길 50, 1층 일부호 (상암동)",3930,121-830,37.577108129353400,126.89490289117900,190646.757203354,452739.529078421
샘물국수랑오리로스,한식,서울특별시,양천구,서울특별시 양천구 신월동 225-17 1층,"서울특별시 양천구 곰달래로 20, 1층 (신월동)",7924,158-831,37.52984699076960,126.83470669100400,185320.725486532,447502.359302121
카페 이퀄(Cafe Equal),기타,서울특별시,양천구,서울특별시 양천구 목동 727-37 제이엠하우스 101호,"서울특별시 양천구 목동중앙남로7길 3, 101호 (목동, 제이엠하우스)",7958,158-814,37.53767668537110,126.86644778562300,188127.236263267,448366.785962211
마마치킨,호프/통닭,서울특별시,마포구,서울특별시 마포구 용강동 19-3,"서울특별시 마포구 큰우물로 62, 1,2층 (용강동)",4166,121-875,37.541872126081900,126.94493642001500,195063.588664487,448825.363865863
쌈싸먹는김치짜글이 수유본점,한식,서울특별시,강북구,"서울특별시 강북구 수유동 173-14 지상2층, 203호(좌측)","서울특별시 강북구 도봉로97길 1, 2층 (좌측)203호 (수유동)",1054,142-876,37.641816391580400,127.02907759125800,202495.423122696,459915.776911383
방학김밥,분식,서울특별시,도봉구,서울특별시 도봉구 방학동 632-48,"서울특별시 도봉구 도당로13길 37, 1층 (방학동)",1357,132-842,37.666386775292900,127.03446775517900,202970.112111126,462642.707495324
더페이머스램,기타,서울특별시,마포구,서울특별시 마포구 서교동 442-28,"서울특별시 마포구 월드컵로14길 13, 1층 (서교동)",3996,121-896,37.556317802500900,126.9112352215840,192087.093277326,450430.791907993
취중서가 연신내점,한식,서울특별시,은평구,서울특별시 은평구 불광동 533 선호빌딩,"서울특별시 은평구 통일로 944-1, 선호빌딩 2층 (불광동)",3337,122-869,37.62751058162060,126.92002912494100,192870.81534594,458330.843013299
혼밥에 빠진 날 광진성수점,한식,서울특별시,광진구,서울특별시 광진구 구의동 242-90,"서울특별시 광진구 아차산로55길 20, 2층 (구의동)",5042,143-825,37.53847054134310,127.08666340913900,207587.705374213,448449.867622937
건널목,한식,서울특별시,관악구,서울특별시 관악구 신림동 1628-92,"서울특별시 관악구 문성로 213, 1층 (신림동)",8774,151-900,37.47957048667390,126.9273133814870,193500.920796533,441912.486521601
농가의식탁 천호점,기타,서울특별시,강동구,서울특별시 강동구 천호동 572 현대백화점,"서울특별시 강동구 천호대로 1005, 현대백화점 지2층 (천호동)",5328,134-779,37.53922579603000,127.1244855528510,210929.919693661,448537.406728283
향찬 황먼지,중국식,서울특별시,구로구,서울특별시 구로구 구로동 734-18,"서울특별시 구로구 구로동로22길 21, 1층 (구로동)",8311,152-872,37.48975349357380,126.88561233845300,189814.305918917,443046.239859063
케이와이플레이스,한식,서울특별시,영등포구,서울특별시 영등포구 여의도동 22 파크원,"서울특별시 영등포구 여의대로 108, 더현대서울 지하1층 (여의도동)",7335,150-875,37.52624946204890,126.92829811574400,193592.000380036,447092.629432527
베리에(Varie),기타,서울특별시,영등포구,서울특별시 영등포구 영등포동7가 70-18,"서울특별시 영등포구 영중로27길 4-2, 1층 (영등포동7가)",7245,150-037,37.524420612361800,126.90494799480300,191528.018263251,446891.518484506
카페비유(Cafe Be.U),기타,서울특별시,영등포구,서울특별시 영등포구 영등포동8가 15,"서울특별시 영등포구 국회대로 655, 2층 (영등포동8가)",7229,150-038,37.52583412780050,126.90673259551900,191685.909008929,447048.225077351
여의나루순대족발,한식,서울특별시,영등포구,서울특별시 영등포구 여의도동 17-9 더하우스 소호 여의도 오피스텔,"서울특별시 영등포구 의사당대로 26, 더하우스 소호 여의도 오피스텔 지하1층 B106호 (여의도동)",7236,150-874,37.52677744753540,126.91816293963400,192696.265266716,447151.961704536
서풍 돼지고기에 미친 사람들,한식,서울특별시,영등포구,서울특별시 영등포구 영등포동1가 82,"서울특별시 영등포구 경인로114길 10, 1층 (영등포동1가)",7308,150-031,37.51863301304980,126.91404059394200,192331.085154814,446248.456115935
직구삼,한식,서울특별시,동작구,서울특별시 동작구 상도1동 266-1 희망하이츠빌,"서울특별시 동작구 상도로37길 44, 1층 102호 (상도1동, 희망하이츠빌)",6970,156-031,37.50013784134750,126.9510567697470,195601.967278303,444193.574289619
상하이 탕후루,기타,서울특별시,동작구,서울특별시 동작구 흑석동 183-5,"서울특별시 동작구 흑석로 105, 1층 (흑석동)",6910,156-861,37.50816802376230,126.96092207706500,196474.583110411,445084.310474404
호시타코야끼 신림점,일식,서울특별시,관악구,서울특별시 관악구 신림동 238-2,"서울특별시 관악구 신림로 81, 1층 (신림동)",8814,151-858,37.470559461961500,126.94034937214800,194653.168301133,440911.670740352
혜원,한식,서울특별시,중랑구,서울특별시 중랑구 망우동 514-101,"서울특별시 중랑구 봉우재로 203, 우측 2층 (망우동)",2171,131-809,37.59505372583770,127.0955210171120,208364.118628752,454730.020364492
스페셜티 스튜디오(Specialty Studio),기타,서울특별시,영등포구,서울특별시 영등포구 당산동6가 343-1,"서울특별시 영등포구 양평로12길 13, 1층 (당산동6가)",7222,150-810,37.53611037167610,126.9006612739420,191150.512977857,448189.193273766
빅토리 브루야,한식,서울특별시,강서구,서울특별시 강서구 등촌동 717 그레이스힐 B1층 102(일부)호,"서울특별시 강서구 양천로 470, 그레이스힐 B1층 102(일부)호 (등촌동)",7575,157-930,37.56222595307830,126.85250317189400,186899.241516278,451093.022236256
하나포차,분식,서울특별시,강서구,서울특별시 강서구 화곡동 900-25 1층,"서울특별시 강서구 강서로7길 34-1, 1층 (화곡동)",7777,157-909,37.52975520901690,126.8457726127170,186298.712029304,447490.504198119
